Gene	Non-unique_Gene_name	Annotation	No_isolates	No_sequences	Avg_sequences_per_isolate	Genome_Fragment	Order_within_Fragment	Accessory_Fragment	Accessory_Order_with_Fragment	QC	028_A3	033B	033E-replaced	033_A1	042B	042E	042_A1	054_V2	055_V1	067_A5	115_A2	161_A2	408_A1	442B	442E	442_A3	445_A2	447_A2	447_A3	489_A1	530B	530E	530_A2	552_A1	606_A3	cluster_id
group_3236		putative competence protein ComF	25	25	1	1	984				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_640
group_3237		ABC transporter ATPase subunit	25	25	1	1	1704				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_641
mgsA		recombination protein MgsA	25	25	1	1	2385				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_642
group_3239		HopJ type III effector protein	25	25	1	1	1183				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_643
group_3240		polyamine ABC transporter permease protein	25	25	1	1	1644				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_644
lolD		lipoprotein ABC transporter ATPase subunit LolD	25	25	1	1	122				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_645
group_3242		ABC1 family protein	25	25	1	1	706				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_646
group_3243		LysM domain protein	25	25	1	1	1812				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_647
group_3244		NnrS family protein	25	25	1	1	2638				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_648
group_3245		ribonuclease HII	25	25	1	1	3352				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_649
group_3246		lrgB-like family protein	25	25	1	1	151				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_650
group_3247		prolyl endopeptidase	25	25	1	1	2261				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_651
group_3248		NADPH-flavin oxidoreductase	25	25	1	1	1654				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_652
ahpF		alkyl hydroperoxide reductase subunit F	25	25	1	1	3207				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_653
aroB		3-dehydroquinate synthase	25	25	1	1	2619				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_654
group_3251		phosphatidylethanolamine Kdo2-lipid A phosphoethanolamine transferase	25	25	1	1	3489				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_655
group_3252		putative thioesterase	25	25	1	1	2315				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_656
group_3253		putrescine importer	25	25	1	1	1347				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_657
group_3254		putative lipoprotein	25	25	1	1	992				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_658
accC		acetyl-CoA carboxylase biotin carboxylase AccC	25	25	1	1	3000				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_659
dacC		D-alanyl-D-alanine carboxypeptidase	25	25	1	1	470				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_660
group_3257		SNF family sodium-dependent transporter	25	25	1	1	1236				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_661
lpdA		pyruvate dehydrogenase E3 component (dihydrolipoamide dehydrogenase)	25	25	1	1	2268				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_662
group_3259		hypothetical protein	25	25	1	1	2052				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_663
atpH		ATP synthase F1 delta subunit	25	25	1	1	1483				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_664
oppF		oligopeptide ABC transport system ATP-binding protein OppF	25	25	1	1	3501				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_665
group_3262		membrane protein-like protein	25	25	1	1	3188				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_666
sppA		signal peptide peptidase SppA	25	25	1	1	3513				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_667
recO		DNA replication and repair protein RecO	25	25	1	1	1667				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_668
cysW		sulfate ABC transporter permease protein CysW	25	25	1	1	483				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_669
group_3266		FKBP-type peptidyl-prolyl cis-trans isomerase	25	25	1	1	1296				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_670
nrdR		transcriptional regulator NrdR	25	25	1	1	2370				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_671
pgk		phosphoglycerate kinase	25	25	1	1	445				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_672
group_3269		hypothetical protein	25	25	1	1	1373				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_673
bfrA		bacterioferritin A	25	25	1	1	434				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_674
recF		DNA replication and repair protein RecF	25	25	1	1	2357				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_675
prmB		ribosomal large subunit L3 glutamine methyltransfere	25	25	1	1	3364				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_676
rplI		50S ribosomal protein L9	25	25	1	1	3467				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_677
recX		Regulatory protein recX	25	25	1	1	3224				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_678
group_3275		DNA-binding transcriptional dual regulator Crp	25	25	1	1	2242				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_679
group_3276		pseudouridine synthase	25	25	1	1	2285				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_680
dxs		1-deoxy-D-xylulose-5-phosphate synthase	25	25	1	1	2645				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_681
group_3278,group_3279		alkaline phosphatase-like protein,alkaline phosphatase-like protein	1,25	1,25	1,1	1,1	3164,3219	20	7		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_682
group_3280		hypothetical protein	25	25	1	1	3499				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_683
group_3281		LuxR family transcriptional regulator	25	25	1	1	408				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_684
group_3282		RDD family protein	25	25	1	1	1609				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_685
group_3283		aminoglycoside phosphotransferase	25	25	1	1	275				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_686
phoR		two-component system phosphate regulon sensor histidine kinase PhoR	25	25	1	1	1636				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_687
ribA		GTP cyclohydrolase-2	25	25	1	1	2644				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_688
dtd		D-tyrosyl-tRNA deacylase	25	25	1	1	2167				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_689
rplJ		50S ribosomal protein L10	25	25	1	1	2049				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_690
group_3288		LysR family transcriptional regulator	25	25	1	1	3204				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_691
psd		phosphatidylserine decarboxylase	25	25	1	1	2180				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_692
group_3290		HAD-superfamily subfamily IB hydrolase	25	25	1	1	1646				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_693
group_3291		putative major pilin subunit	25	25	1	1	3228				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_694
group_3292		hypothetical protein	25	25	1	1	1429				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_695
recN		DNA repair protein RecN	25	25	1	1	2586				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_696
ahcY		adenosylhomocysteinase	25	25	1	1	162				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_697
group_3295		DnaA family protein	25	25	1	1	1190				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_698
safA		spore coat assembly SafA domain protein	25	25	1	1	476				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_699
rluB		ribosomal large subunit pseudouridine synthase B	25	25	1	1	2986				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_700
moaE		molybdopterin synthase subunit MoaE	25	25	1	1	246				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_701
fbp		fructose-1,6-bisphosphatase	25	25	1	1	1516				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_702
parC		DNA topoisomerase IV subunit A	25	25	1	1	1692				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_703
fghA		S-formylglutathione hydrolase	25	25	1	1	1357				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_704
lptD		Organic solvent tolerance protein	25	25	1	1	276				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_705
metE		5-methyltetrahydropteroyltriglutamate- homocysteine S methyltransferase	25	25	1	1	1905				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_706
rplE		50S ribosomal protein L5	25	25	1	1	1791				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_707
murA		UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA	25	25	1	1	1613				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_708
fumA		fumarate hydratase class I	25	25	1	1	1617				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_709
group_3307		membrane protein	25	25	1	1	2179				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_710
group_3308		hypothetical protein	25	25	1	1	2263				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_711
group_3309		lysine exporter protein	25	25	1	1	1706				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_712
map		methionine aminopeptidase type I	25	25	1	1	1838				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_713
group_3311		hypothetical protein	25	25	1	1	3081				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_714
aroA		3-phosphoshikimate 1-carboxyvinyltransferase	25	25	1	1	713				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_715
group_3313		7, 8-dihydro-6-hydroxymethylpterin-pyrophosphokinase family protein	25	25	1	1	716				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_716
group_3314		extracellular solute-binding protein family 3	25	25	1	1	1677				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_717
rpsA		30S ribosomal protein S1	25	25	1	1	689				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_718
trpG		anthranilate synthase component II	25	25	1	1	2975				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_719
lgt6		glucosyltransferase Lgt6	25	25	1	1	3381				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_720
tig		trigger factor TF	25	25	1	1	2256				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_721
rpsB		30S ribosomal protein S2	25	25	1	1	3192				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_722
metX		homoserine O-acetyltransferase	25	25	1	1	1297				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_723
group_3321		hypothetical protein	25	25	1	1	431				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_724
pdxH		pyridoxamine 5'-phosphate oxidase	25	25	1	1	175				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_725
fabB		3-oxoacyl-ACP synthase I FabB	25	25	1	1	2086				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_726
group_3324		GTP-binding protein Obg/CgtA	25	25	1	1	3411				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_727
nuoI		NADH-quinone oxidoreductase subunit I	25	25	1	1	200				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_728
group_3326		electron transfer flavoprotein alpha/beta-subunit-like protein	25	25	1	1	1513				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_729
fixC		FAD-dependent oxidoreductase FixC	25	25	1	1	2137				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_730
fbaA		LysR family transcriptional regulator	25	25	1	1	449				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_731
purM		phosphoribosylformylglycinamidine cyclo-ligase	25	25	1	1	1188				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_732
group_3330		lytic transglycosylase	25	25	1	1	2610				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_733
hemN_1		Oxygen-independent coproporphyrinogen-III oxidase	25	25	1	1	487				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_734
group_3332		outer membrane porin M35	25	25	1	1	3438				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_735
folE		GTP cyclohydrolase I	25	25	1	1	385				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_736
cmk		Cytidylate kinase	25	25	1	1	688				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_737
bioB		biotin synthase	25	25	1	1	1535				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_738
ilvC		ketol-acid reductoisomerase	25	25	1	1	1817				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_739
proS		prolyl-tRNA synthetase	25	25	1	1	2630				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_740
group_3338		glutamine amidotransferase class-II	25	25	1	1	2467				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_741
group_3339		putative lipoprotein	25	25	1	1	1686				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_742
group_3340		MiaB family tRNA modifying enzyme	25	25	1	1	273				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_743
sstT		serine/threonine transporter SstT	25	25	1	1	2283				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_744
sucB		2-oxoglutarate dehydrogenase E2 component	25	25	1	1	2269				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_745
group_3343		Crp/Fnr family transcriptional regulator	25	25	1	1	265				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_746
group_3344		hypothetical protein	25	25	1	1	752				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_747
pstB		phosphate ABC transporter ATPase subunit PstB	25	25	1	1	1634				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_748
mpl		UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase	25	25	1	1	2314				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_749
group_3347		SmpA/OmlA family protein	25	25	1	1	1420				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_750
gidB		methyltransferase GidB	25	25	1	1	3028				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_751
group_3349		LrgB family protein	25	25	1	1	3451				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_752
acrA		RND system membrane fusion protein AcrA	25	25	1	1	1321				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_753
dapF		diaminopimelate epimerase	25	25	1	1	1889				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_754
group_3352		invasion expression up-regulator, SirB family protein	25	25	1	1	279				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_755
rpoA		DNA-directed RNA polymerase alpha subunit	25	25	1	1	1803				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_756
iscS		cysteine desulfurase IscS	25	25	1	1	1152				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_757
group_3355		SH3 domain protein	25	25	1	1	1428				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_758
ompCD		outer membrane protein CD	25	25	1	1	1669				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_759
rpoC		DNA-directed RNA polymerase subunit beta'	25	25	1	1	2045				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_760
group_3358		DSBA oxidoreductase	25	25	1	1	2546				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_761
group_3359		AsnC family transcriptional regulator	25	25	1	1	3396				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_762
group_3360		hypothetical protein	25	25	1	1	2447				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_763
engA		GTP-binding protein EngA	25	25	1	1	3353				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_764
ybhI		Inner membrane protein ybhI	25	25	1	1	1272				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_765
mutM		formamidopyrimidine-DNA glycosylase	25	25	1	1	2194				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_766
ftsZ		cell division protein FtsZ	25	25	1	1	3222				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_767
group_3365		lyso-ornithine lipid acyltransferase	25	25	1	1	1368				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_768
fbaB		fructose-bisphosphate aldolase class II	25	25	1	1	447				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_769
secY		preprotein translocase, SecY subunit	25	25	1	1	1799				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_770
hflX		GTP-binding proten HflX	25	25	1	1	156				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_771
topA		DNA topoisomerase I	25	25	1	1	1682				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_772
group_3370		hypothetical protein	25	25	1	1	1806				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_773
serS		seryl-tRNA synthetase	25	25	1	1	1250				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_774
pepA		PepA aminopeptidase	25	25	1	1	2530				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_775
hisB		imidazole glycerol-phosphate dehydratase	25	25	1	1	2588				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_776
sodA		superoxide dismutase A	25	25	1	1	108				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_777
rplY		50S ribosomal protein L25	25	25	1	1	1757				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_778
oppA		oligopeptide ABC transport system substrate binding protein OppA	25	25	1	1	3500				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_779
serA		D-3-phosphoglycerate dehydrogenase	25	25	1	1	2044				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_780
lpxL		dodecanoyltransferase LpxL	25	25	1	1	2973				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_781
group_3379		hypothetical protein	25	25	1	1	1837				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_782
group_3380		RDD family protein	25	25	1	1	684				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_783
group_3381		SpoU family tRNA/rRNA methyltransferase	25	25	1	1	489				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_784
argA		amino-acid N-acetyltransferase	25	25	1	1	2224				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_785
group_3383		malate dehydrogenase	25	25	1	1	2609				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_786
trx		thioredoxin	25	25	1	1	1622				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_787
tatC		twin-arginine translocation protein subunit TatC	25	25	1	1	2212				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_788
gsiA_2		Glutathione import ATP-binding protein GsiA	25	25	1	1	3502				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_789
smpB		SsrA-binding protein	25	25	1	1	1653				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_790
sspA		stringent starvation protein A	25	25	1	1	955				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_791
group_3389		putative hemolysin-related protein	25	25	1	1	2536				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_792
rplV		50S ribosomal protein L22	25	25	1	1	1784				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_793
group_3391		hemerythrin HHE cation binding protein	25	25	1	1	943				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_794
group_3392		hypothetical protein	25	25	1	1	1538				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_795
ilvN		acetolactate synthase small subunit	25	25	1	1	1816				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_796
gltA		citrate (Si)-synthase	25	25	1	1	2276				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_797
pyrG		CTP synthase	25	25	1	1	3525				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_798
group_3396		signal peptide protein	25	25	1	1	1191				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_799
